DOI	Local ID
doi:10.7910/DVN/UCBRF	http://nrs.harvard.edu/urn-3:FHCL:13448025|Property|Edgartown|PeroSharper,BershebaSharper
doi:10.7910/DVN/N3JW0	http://nrs.harvard.edu/urn-3:FHCL:12208698|Indianguardians|Gayhead|SimonMayhew,NathanielMayhew,WilliamMayhew
doi:10.7910/DVN/NSDOD	http://nrs.harvard.edu/urn-3:FHCL:13448026|Supportforindividuals|Grafton|MosesGimbee,LucyHecktor
doi:10.7910/DVN/DRBWC	http://nrs.harvard.edu/urn-3:FHCL:13448027|Property|Bridgewater|EdwardMitchellJr.
doi:10.7910/DVN/HTB10	http://nrs.harvard.edu/urn-3:FHCL:12208689|Militaryservice|[Boston?]|AbelBarbadoes
doi:10.7910/DVN/TWPZQ	http://nrs.harvard.edu/urn-3:FHCL:13448028|Supportforindividuals|Grafton|LucyGimbee
doi:10.7910/DVN/DOZRN	http://nrs.harvard.edu/urn-3:FHCL:13448029|Supportforindividuals|Gayhead|JoelRogers,ThomasCooper,ThaddeusCook,IsaiahHowwosw
doi:10.7910/DVN/8I5PF	http://nrs.harvard.edu/urn-3:FHCL:13448030|Supportforindividuals|Grafton|MosesGimbee
doi:10.7910/DVN/ME99K	http://nrs.harvard.edu/urn-3:FHCL:13481275|Indianguardians|Edgartown|MatthewMayhew,WilliamDavis,GeorgeAthearn,Cornelius
doi:10.7910/DVN/69Q2Y	http://nrs.harvard.edu/urn-3:FHCL:13481276|Indianguardians|Edgartown|SamuelPeters,ElizabethJohnson,JaneSaunders,BetsyCa
doi:10.7910/DVN/NF3AX	http://nrs.harvard.edu/urn-3:FHCL:13448031|Supportforindividuals|EastBridgewater|DavidBrown,SimeonCurtisJr.
doi:10.7910/DVN/FEUGJ	http://nrs.harvard.edu/urn-3:FHCL:13448032|Property|Grafton|CyrusLeland
doi:10.7910/DVN/3QZJ0	http://nrs.harvard.edu/urn-3:FHCL:13448033|Property|EastBridgewater|AzorHarris
doi:10.7910/DVN/GC3TS	http://nrs.harvard.edu/urn-3:FHCL:13481278|Property|Edgartown|ValentinePease,JohnOsborn,BenjaminPease,JohnCoffin
doi:10.7910/DVN/IT7WU	http://nrs.harvard.edu/urn-3:FHCL:13448104|Indianguardians|Edgartown|DanielFellowsJr.
doi:10.7910/DVN/VRES0	http://nrs.harvard.edu/urn-3:FHCL:10520831|Incorporation|Boston|ThomasDalton,JohnB.Cutler,JohnE.Scarlett
doi:10.7910/DVN/QCRYU	http://nrs.harvard.edu/urn-3:FHCL:10935184|Incorporation|Boston|MaryS.Parker,AbigailPico,HephzibahSullivan,SusanPa
doi:10.7910/DVN/VMNES	http://nrs.harvard.edu/urn-3:FHCL:13448035|Supportforindividuals|Mashpee|WilliamMingo,IsraelCoombs,EbenezerAttaquin
doi:10.7910/DVN/TYLNJ	http://nrs.harvard.edu/urn-3:FHCL:10456113|SlaveryinWashingtonD.C.|Boston|OrrinMoore,DruryM.Marshall,JohnCushman,TheodoreL.L
doi:10.7910/DVN/HAKC4	http://nrs.harvard.edu/urn-3:FHCL:10456115|SlaveryinWashingtonD.C.|Haverhill|JohnGreenleafWhittier,GilmanParker,MosesK.Holt
doi:10.7910/DVN/UHLL0	http://nrs.harvard.edu/urn-3:FHCL:10456117|SlaveryinWashingtonD.C.|Charlemont|RogerLeavitt,SydMaxwell,LewisBodman
doi:10.7910/DVN/TSD3V	http://nrs.harvard.edu/urn-3:FHCL:10456129|Arguingfortherighttopetitionandprotestingtheexiste|Kingston|GeorgeRussell,ChristopherDrew,ThomasBailey
doi:10.7910/DVN/VKV5Z	http://nrs.harvard.edu/urn-3:FHCL:10456131|Arguingfortherighttopetitionandprotestingtheexiste|Ashburnham|GeorgeGoodyear,BenjaminE.Lynde,J.D.Crosby,AsahelWh
doi:10.7910/DVN/SD9HU	http://nrs.harvard.edu/urn-3:FHCL:10456136|Arguingfortherighttopetitionandprotestingtheexiste|Mendon|OtisThayer,LeviLeland,GeorgeMetcalf
doi:10.7910/DVN/WCAFT	http://nrs.harvard.edu/urn-3:FHCL:10456137|Arguingfortherighttopetitionandprotestingtheexiste|Walpole|EbenBlake,JosephCheney,SamuelGilbert,CharlesBird,N
doi:10.7910/DVN/QO0QP	http://nrs.harvard.edu/urn-3:FHCL:10456139|Arguingfortherighttopetitionandprotestingtheexiste|Andover|P.B.Day,SamuelHopkinsEmery,ThomasHubbard
doi:10.7910/DVN/TGYBD	http://nrs.harvard.edu/urn-3:FHCL:10456157|SlaveryinWashingtonD.C.|Boston|BenjaminFrost,JacobNoyes,IsaacKnapp,JosephRobbins,
doi:10.7910/DVN/RCP8E	http://nrs.harvard.edu/urn-3:FHCL:10456160|Arguingfortherighttopetitionandprotestingtheexiste|SouthReading|AlbertG.Sweetser,DavidEaton,JosephWheeler
doi:10.7910/DVN/AOJXD	http://nrs.harvard.edu/urn-3:FHCL:10456165|Arguingfortherighttopetitionandprotestingtheexiste|NorthBridgewater|EdwardSouthworth,AbelKingman,SamuelW.Curtis
doi:10.7910/DVN/ZCCZD	http://nrs.harvard.edu/urn-3:FHCL:10456167|Arguingfortherighttopetitionandprotestingtheexiste|Danvers|GideonFoster,JosephTuftsJr.,JosephOsgood,EbenUpton
doi:10.7910/DVN/LAYLO	http://nrs.harvard.edu/urn-3:FHCL:10456177|Arguingfortherighttopetitionandprotestingtheexiste|Boston|FrancisJackson,ZibeonSouthard,EllisGrayLoring,Isaa
doi:10.7910/DVN/S4HJS	http://nrs.harvard.edu/urn-3:FHCL:10935186|Trialbyjury|Weymouth|JamesWhittemore,WarrenWeston,ThomasA.Davis
doi:10.7910/DVN/3TXZO	http://nrs.harvard.edu/urn-3:FHCL:10956307|Trialbyjury|FallRiver|GilbertH.Durfee,ElishaSmith,ThomasD.Allen
doi:10.7910/DVN/TXNCX	http://nrs.harvard.edu/urn-3:FHCL:13448036|Property|Grafton|MosesRoberts
doi:10.7910/DVN/GXO7Q	http://nrs.harvard.edu/urn-3:FHCL:10455453|AnnexationofTexas|Leicester|JohnNelson,SamuelMay,AustinFlint
doi:10.7910/DVN/UDWGQ	http://nrs.harvard.edu/urn-3:FHCL:10670513|AnnexationofTexas|Provincetown|SolomonRich,JohnAdams,IsaiahWhitney
doi:10.7910/DVN/2ET6Z	http://nrs.harvard.edu/urn-3:FHCL:10670514|AnnexationofTexas|Lowell|ElishaBartlett,A.L.Brooks,JosephUpton,LeonardHuntr
doi:10.7910/DVN/8UHKZ	http://nrs.harvard.edu/urn-3:FHCL:10670518|AnnexationofTexas|Newburyport|JohnJohnston,MaryN.Hall,MaryB.Mansur,MayoG.Smith
doi:10.7910/DVN/W6OHK	http://nrs.harvard.edu/urn-3:FHCL:10670523|AnnexationofTexas|Holliston|NathanLeland,JamesAdams,ElijahWatkins
doi:10.7910/DVN/TKI8W	http://nrs.harvard.edu/urn-3:FHCL:10670524|AnnexationofTexas|Carlisle|G.W.Stacy,JohnJacobs,WilliamWilkins
doi:10.7910/DVN/ZQPSW	http://nrs.harvard.edu/urn-3:FHCL:10670526|AnnexationofTexas|Rehoboth|LydiaS.Carpenter,LuciaS.Carpenter,BethiahWheaton,B
doi:10.7910/DVN/MDPFD	http://nrs.harvard.edu/urn-3:FHCL:10670527|AnnexationofTexas|WestHawley|EbenezerCrosby,SamuelWilliams,ClarkSears
doi:10.7910/DVN/YVZCQ	http://nrs.harvard.edu/urn-3:FHCL:10670530|AnnexationofTexas|Heath|JosephWhiteJr.,DavidWhite,AbigailWhite,LouisaWhite
doi:10.7910/DVN/WDQZ2	http://nrs.harvard.edu/urn-3:FHCL:10670533|AnnexationofTexas|Franklin|NathanielEmmons,AbigailM.Emmons,J.P.Adams,LucyM.Ad
doi:10.7910/DVN/KPO1B	http://nrs.harvard.edu/urn-3:FHCL:10670535|AnnexationofTexas|Groton|AmasaSanderson,JohnHubbard,LutherBantell
doi:10.7910/DVN/EGYVA	http://nrs.harvard.edu/urn-3:FHCL:10670536|AnnexationofTexas|Saugus|JohnShaw,FranklinPatch,S.C.Childs,TimothyDavis
doi:10.7910/DVN/ZNXLM	http://nrs.harvard.edu/urn-3:FHCL:10670542|AnnexationofTexas|Abington|MicahPool,FranklinPool,WilliamH.Ganey
doi:10.7910/DVN/QAQGH	http://nrs.harvard.edu/urn-3:FHCL:10670543|AnnexationofTexas|Rehoboth|OtisThompson,WilliamCarpenter,WilliamH.Salisbury
doi:10.7910/DVN/2HYZP	http://nrs.harvard.edu/urn-3:FHCL:10670544|AnnexationofTexas|Barnstable|[JonasHill?],LukeChase,C.H.Chessman,EdnaL.Hinkly,L
doi:10.7910/DVN/911UY	http://nrs.harvard.edu/urn-3:FHCL:10670547|AnnexationofTexas|Westminster|SewellBarnes,EdwardBacon,StephenBathrick
doi:10.7910/DVN/WO9OX	http://nrs.harvard.edu/urn-3:FHCL:10670550|AnnexationofTexas|Lynn|WilliamB.Oliver,JesseFrost,BenjaminJohnson
doi:10.7910/DVN/ECXYH	http://nrs.harvard.edu/urn-3:FHCL:10670551|AnnexationofTexas|Lynn|SarahH.Buffum,RuthL.Buffum,MaryNewhall
doi:10.7910/DVN/DDITH	http://nrs.harvard.edu/urn-3:FHCL:10670557|AnnexationofTexas|Athol|TheodoreJones,GeorgeNewhall,GeorgeHoyt
doi:10.7910/DVN/BJVM2	http://nrs.harvard.edu/urn-3:FHCL:10455454|Gagrule|Gloucester|JacobBacon,GeorgeClarkeJr.,JohnEllery
doi:10.7910/DVN/PMOOQ	http://nrs.harvard.edu/urn-3:FHCL:10670559|SlaveryinWashingtonD.C.|NorthWrentham|JamesHolbrook,EzraShaw,OtisMorse
doi:10.7910/DVN/ACYTU	http://nrs.harvard.edu/urn-3:FHCL:13448038|Supportforindividuals|Edgartown|LeavittThaxter
doi:10.7910/DVN/DRLBB	http://nrs.harvard.edu/urn-3:FHCL:10455879|Protestingtheforeignslavetrade|Andover|MarkNewman,JacobDescomb,LeonardWoods
doi:10.7910/DVN/KEVWM	http://nrs.harvard.edu/urn-3:FHCL:13448039|Property|Carver|JosephBarrows,DanielShaw,TimothyCobb
doi:10.7910/DVN/KVEBG	http://nrs.harvard.edu/urn-3:FHCL:13481286|Property|Carver|AugustusCasey,HannahCasey
doi:10.7910/DVN/QHC1H	http://nrs.harvard.edu/urn-3:FHCL:13448040|Property|Grafton|JohnHecktor,LucyHecktor,SusanHecktor,LeanderGimby,
doi:10.7910/DVN/LNEFY	http://nrs.harvard.edu/urn-3:FHCL:10935181|TreatmentofMassachusettscitizensinotherstates|Worcester|GeorgeM.Rice,BenjaminP.Rice
doi:10.7910/DVN/IA5WW	http://nrs.harvard.edu/urn-3:FHCL:10520833|Interracialmarriage,anti-miscegenationlaw|Gloucester|IgnatiusSargent,WarrenYoung,WinthropSargent
doi:10.7910/DVN/FDFEX	http://nrs.harvard.edu/urn-3:FHCL:10670411|Interracialmarriage,anti-miscegenationlaw|Boston|FrancisJackson,HenryI.Bowditch,FrancisGeorgeShaw,E
doi:10.7910/DVN/VIE1H	http://nrs.harvard.edu/urn-3:FHCL:13448109|GreatMassachusettsPetition|Lincoln|Notavailable
doi:10.7910/DVN/JAQUW	http://nrs.harvard.edu/urn-3:FHCL:10670563|Againstslavery|Chester|HenryKing,EphraimSheldon,JohnWilliams
doi:10.7910/DVN/I2XRZ	http://nrs.harvard.edu/urn-3:FHCL:10670564|3items:noslavery,especiallynotwithoutdueprocess;no|Reading|PeterSanborn,AaronPickett,IsaacWeston
doi:10.7910/DVN/7VG8V	http://nrs.harvard.edu/urn-3:FHCL:13448041|Property|Grafton|CharlesBrighamJr.
doi:10.7910/DVN/DP7CR	http://nrs.harvard.edu/urn-3:FHCL:13448042|Property|Mashpee|OliverFoller
doi:10.7910/DVN/OWK6N	http://nrs.harvard.edu/urn-3:FHCL:13448043|Supportforindividuals|Stoughton|IsaacWilliams
doi:10.7910/DVN/YK6MQ	http://nrs.harvard.edu/urn-3:FHCL:10670570|AnnexationofTexas|Brookfield|AdolphusHamilton,MosesHall,HenryP.Barrett
doi:10.7910/DVN/WWNCB	http://nrs.harvard.edu/urn-3:FHCL:10670572|AnnexationofTexas|Hubbardston|H.W.Carter,LindaW.Raymond,SylviaH.Earle
doi:10.7910/DVN/8LT1M	http://nrs.harvard.edu/urn-3:FHCL:10670573|Protestingillegaldetentionsofpeopleinterritoriesan|Concord|WilliamL.Mather,JosiahBartlett,BarzillaiFrost,Ralp
doi:10.7910/DVN/4JWRV	http://nrs.harvard.edu/urn-3:FHCL:10455883|TreatmentofMassachusettscitizensinotherstates|Scituate|WilliamJames,AnsonRobbins,JoshuaJames
doi:10.7910/DVN/S6DKA	http://nrs.harvard.edu/urn-3:FHCL:10670578|TreatmentofMassachusettscitizensinotherstates|Westminster|HarrisonG.Whitney,WilliamS.Bradbury,StephenL.Smith
doi:10.7910/DVN/9AABW	http://nrs.harvard.edu/urn-3:FHCL:10670497|Schooldiscrimination|Nantucket|NathanielFitzgerald,HenryW.Swaim,JamesH.Barnard
doi:10.7910/DVN/ERLAP	http://nrs.harvard.edu/urn-3:FHCL:10670499|Schooldiscrimination|Nantucket|HarveyCrocker,ReubenAllen,GeorgeClark,EdwardField
doi:10.7910/DVN/8TDWX	http://nrs.harvard.edu/urn-3:FHCL:10670500|Schooldiscrimination|Nantucket|EuniceF.Ross
doi:10.7910/DVN/VE2DQ	http://nrs.harvard.edu/urn-3:FHCL:10670579|Protestingillegaldetentionsofpeopleinterritoriesan|Brookfield|AdolphusHamilton,MosesHall,HenryP.Barrett
doi:10.7910/DVN/HWTQ5	http://nrs.harvard.edu/urn-3:FHCL:10670580|Protestingillegaldetentionsofpeopleinterritoriesan|Hubbardston|H.W.Carter,LindaW.Raymond,SylviaH.Earle
doi:10.7910/DVN/YJFUO	http://nrs.harvard.edu/urn-3:FHCL:13448016|Indianguardians|Grafton|JosephAaron,SarahBurnee,FortenBurnee,ElletheerSams
doi:10.7910/DVN/LRSMZ	http://nrs.harvard.edu/urn-3:FHCL:13448015|Property|Tisbury|JamesAthearn
doi:10.7910/DVN/3XL7O	http://nrs.harvard.edu/urn-3:FHCL:12208693|Indianguardians|Mashpee|SimonNad,NoahWipquish,IsaacAmos,EbenezerQuibish,So
doi:10.7910/DVN/ND6DA	http://nrs.harvard.edu/urn-3:FHCL:13448023|Property|Dudley|JohnChamberlain,JonathanDay,JohnCurtisJr.
doi:10.7910/DVN/6AKPT	http://nrs.harvard.edu/urn-3:FHCL:12208695|Indianguardians|Mashpee|MosesPognet,JamesMie,SolomonHush,JamesWells,HoseaK
doi:10.7910/DVN/0GGXL	http://nrs.harvard.edu/urn-3:FHCL:12231224|Indianguardians|Mashpee|GideonNautumpum,DeliveranceNautumpum,WilliamMingo,
doi:10.7910/DVN/6YKLQ	http://nrs.harvard.edu/urn-3:FHCL:10520829|Incorporation|Boston|ThomasPaul,ScipioDalton,CharlesBiner,ThomasDalton,
doi:10.7910/DVN/SPYNH	http://nrs.harvard.edu/urn-3:FHCL:13448102|Property|Chappaquiddick|SamuelPeters,WilliamJohnson,BetsyCarrel,SallyWebqu
doi:10.7910/DVN/Z4SVZ	http://nrs.harvard.edu/urn-3:FHCL:13481277|Indianguardians|Chappaquiddick|MarcyCooke,HannahSimpson,LewisSimpson,AbigailLatto
doi:10.7910/DVN/FLY2U	http://nrs.harvard.edu/urn-3:FHCL:13448103|Property|Edgartown|CorneliusHuxford,JosephHuxford,JohnHuxfordJr.,Thom
doi:10.7910/DVN/8OSA1	http://nrs.harvard.edu/urn-3:FHCL:13448034|Supportforindividuals|Chappaquiddick|MaryCook,BetsyPeters,[MaryCookforOliveCooke],[Mary
doi:10.7910/DVN/J8FLO	http://nrs.harvard.edu/urn-3:FHCL:12208699|Incorporation|Boston|JoshuaEaston,ThomasDalton,DudleyTidd,SolomonR.Alex
doi:10.7910/DVN/XRCBC	http://nrs.harvard.edu/urn-3:FHCL:13448105|Indianminister|Mashpee|NathanPocknet,JesseWebquish,IsraelHolmes,EbenLow,A
doi:10.7910/DVN/BMVNQ	http://nrs.harvard.edu/urn-3:FHCL:13481279|Indianminister|Mashpee|PhineasFish
doi:10.7910/DVN/FYKPP	http://nrs.harvard.edu/urn-3:FHCL:13481280|Indianminister|Mashpee|NathanPocknet,HannahPocknet,JesseWebquish,DanielSi
doi:10.7910/DVN/ZNIDJ	http://nrs.harvard.edu/urn-3:FHCL:13481281|VariousgrievancesofMashpeeIndians|Mashpee|IsraelAmos,ThomasHush,SimonLow,EbenezerAttaquin,Ab
doi:10.7910/DVN/RPUNM	http://nrs.harvard.edu/urn-3:FHCL:10520830|Incorporation|Nantucket|BristolWright,ArthurCooper,JohnCooper,WilliamShort
doi:10.7910/DVN/23HZG	http://nrs.harvard.edu/urn-3:FHCL:10935185|Incorporation|Boston|ThomasDalton,GeorgeWashington,CharlesCaples,PeterG
doi:10.7910/DVN/89CLM	http://nrs.harvard.edu/urn-3:FHCL:10956306|Incorporation|Boston|CoffinPitts,CyrusFoster,JosephLewis,SimpsonLewis,W
doi:10.7910/DVN/BQPEC	http://nrs.harvard.edu/urn-3:FHCL:10455452|SlaveryinWashingtonD.C.|Heath|RogerHookerLeavitt,DavidWhite,JacobChapin
doi:10.7910/DVN/YEPFB	http://nrs.harvard.edu/urn-3:FHCL:10456103|Gagrule|Holden|EthanDavis,SethWhite,JervisAbbott
doi:10.7910/DVN/4G4K0	http://nrs.harvard.edu/urn-3:FHCL:10456104|Gagrule|Middlefield|OrinSmith,AsaSmith,OliverSmith
doi:10.7910/DVN/9EV9R	http://nrs.harvard.edu/urn-3:FHCL:10456105|Gagrule|Millbury|EliasForbes,DanielJ.Paul,JoelW.Upham
doi:10.7910/DVN/3LFBV	http://nrs.harvard.edu/urn-3:FHCL:10456106|Gagrule|Cummington|EliphaletPackard,ThomasJordan,JohnShaw
doi:10.7910/DVN/JWODL	http://nrs.harvard.edu/urn-3:FHCL:10456107|Gagrule|Northampton|EliphaletWilliams,GeorgeElsworth,LewisStrong
doi:10.7910/DVN/K8BNS	http://nrs.harvard.edu/urn-3:FHCL:10456108|Gagrule|Randolph|AllenMerritt,JacobWhitcomb,GarnetHollis
doi:10.7910/DVN/21Q4Z	http://nrs.harvard.edu/urn-3:FHCL:10456109|Gagrule|Shirley|SethChandler,JacobHarrington,IsraelH.Spaulding
doi:10.7910/DVN/HZCLR	http://nrs.harvard.edu/urn-3:FHCL:10456110|Gagrule|Carlisle|JohnJacobs,GeorgeW.Stacey,JohnGreen
doi:10.7910/DVN/LKDLC	http://nrs.harvard.edu/urn-3:FHCL:10456111|Gagrule|Reading|PeterSanborn,JonasParker,AmbroseKingman
doi:10.7910/DVN/LLFL3	http://nrs.harvard.edu/urn-3:FHCL:10456112|Gagrule|Amherst|TimothySmith,F.D.Huntington,JonathanC.Warner,Luthe
doi:10.7910/DVN/6GWC7	http://nrs.harvard.edu/urn-3:FHCL:10456114|SlaveryinWashingtonD.C.|Taunton|L.Richardson,HodgesReed,CorneliusWhite
doi:10.7910/DVN/1I18Z	http://nrs.harvard.edu/urn-3:FHCL:10456116|SlaveryinWashingtonD.C.|Lynn|ChristopherRobinson,GeorgeTodd,HenryNewhall
doi:10.7910/DVN/AHYGZ	http://nrs.harvard.edu/urn-3:FHCL:10456118|SlaveryinWashingtonD.C.|Franklin|NathanielEmmons,NathanRockwood,WilliamPhipps
doi:10.7910/DVN/7RIVD	http://nrs.harvard.edu/urn-3:FHCL:10456119|SlaveryinWashingtonD.C.|WestBoylston|CiceroHinds,JacobHinds,JonasHolt
doi:10.7910/DVN/23GHQ	http://nrs.harvard.edu/urn-3:FHCL:10456120|Gagrule|NewtonUpperFalls|B.L.White,C.S.Macreading,CharlesWinslow,IchabodH.M
doi:10.7910/DVN/9QQNG	http://nrs.harvard.edu/urn-3:FHCL:10456121|Gagrule|Acton|JamesT.Woodbury,LutherB.Jones,EbenezerDavis
doi:10.7910/DVN/YPZ6Z	http://nrs.harvard.edu/urn-3:FHCL:10456122|Gagrule|Watertown|DanielDrew,StillmanLothrop,HiramHosmer
doi:10.7910/DVN/0PMFH	http://nrs.harvard.edu/urn-3:FHCL:10456123|Gagrule|Marblehead|FrederickRobinson,DanWeed,SamuelB.Russell,DyerHook
doi:10.7910/DVN/1EOLO	http://nrs.harvard.edu/urn-3:FHCL:10456124|Gagrule|Shrewsbury|ThomasW.Ward,HenrySnow,JohnD.Goddard
doi:10.7910/DVN/7VOET	http://nrs.harvard.edu/urn-3:FHCL:10456125|Gagrule|Gardner|TheodoreP.Wood,FrancisRichardson,NewtonBrooks
doi:10.7910/DVN/CPTZW	http://nrs.harvard.edu/urn-3:FHCL:10456126|Arguingfortherighttopetitionandprotestingtheexiste|Hanover|J.M.Wilder,AlexanderWood,RufusBates
